Rank;Time;Name;Country;Date of Birth;Place;City;Date;Gender;Event;Time_s;Age
75;02:21:18;Mizuki Noguchi;JPN;1978-07-03;1.0;Osaka;2003-01-26;Women;Marathon;8478.0;24.583561643835615
76;02:21:19;Beyenne Tsegaye Tirfi;ETH;1984-11-25;2.0;Berlin;2012-09-30;Women;Marathon;8479.0;27.865753424657534
76;02:21:19;Birhane Dibaba;ETH;1993-09-11;2.0;Tokyo;2017-02-26;Women;Marathon;8479.0;23.476712328767125
78;02:21:21;Joan Benoit;USA;1957-05-16;1.0;Chicago;1985-10-20;Women;Marathon;8481.0;28.44931506849315
78;02:21:21;Sun Yingjie;CHN;1977-10-03;1.0;Beijing;2002-10-20;Women;Marathon;8481.0;25.063013698630137
80;02:21:22;Yoko Shibui;JPN;1979-03-14;3.0;Chicago;2002-10-13;Women;Marathon;8482.0;23.6
80;02:21:22;Filomena Cheyech;KEN;1982-07-05;3.0;Paris;2017-04-09;Women;Marathon;8482.0;34.78630136986301
82;02:21:25;Deena Kastor;USA;1973-02-14;1.0;Chicago;2005-10-09;Women;Marathon;8485.0;32.67123287671233
83;02:21:27;Helah Kiprop;KEN;1985-04-07;1.0;Tokyo;2016-02-28;Women;Marathon;8487.0;30.915068493150685
84;02:21:28;Meselech Melkamu;ETH;1985-04-19;5.0;Boston;2014-04-21;Women;Marathon;8488.0;29.024657534246575
85;02:21:29;Lyudmila Petrova;RUS;1968-10-07;2.0;London;2006-04-23;Women;Marathon;8489.0;37.56712328767123
86;02:21:30;Constantina Dita;ROU;1970-01-23;2.0;Chicago;2005-10-09;Women;Marathon;8490.0;35.73424657534247
86;02:21:30;Lydia Cheromei;KEN;1977-05-11;6.0;Dubai;2012-01-27;Women;Marathon;8490.0;34.73698630136986
88;02:21:31;Svetlana Zakharova;RUS;1970-09-15;4.0;Chicago;2002-10-13;Women;Marathon;8491.0;32.0986301369863
88;02:21:31;Askale Tafa Magarsa;ETH;1984-09-27;2.0;Berlin;2008-09-28;Women;Marathon;8491.0;24.019178082191782
90;02:21:32;Edna Kiplagat;KEN;1979-11-15;2.0;London;2013-04-21;Women;Marathon;8492.0;33.45479452054794
90;02:21:32;Florence Kiplagat;KEN;1987-02-27;1.0;Chicago;2016-10-09;Women;Marathon;8492.0;29.635616438356163
92;02:21:33;Catherine N'dereba;KEN;1972-07-21;1.0;Chicago;2000-10-22;Women;Marathon;8493.0;28.273972602739725
93;02:21:34;Getenesh Wami;ETH;1974-12-11;1.0;Berlin;2006-09-24;Women;Marathon;8494.0;31.80821917808219
94;02:21:36;Mare Dibaba;ETH;1989-10-20;1.0;Xiamen;2014-01-02;Women;Marathon;8496.0;24.21917808219178
94;02:21:36;Yuka Ando;JPN;1994-03-16;2.0;Nagoya;2017-03-12;Women;Marathon;8496.0;23.005479452054793
96;02:21:37;Mizuki Noguchi;JPN;1978-07-03;1.0;Tokyo;2007-11-18;Women;Marathon;8497.0;29.397260273972602
96;02:21:37;Visiline Jepkesho;KEN;1988-01-01;4.0;Paris;2017-04-09;Women;Marathon;8497.0;29.29041095890411
98;02:21:39;Georgina Rono;KEN;1984-05-19;2.0;Frankfurt;2012-10-28;Women;Marathon;8499.0;28.46301369863014
99;02:21:40;Beyenne Tsegaye Tirfi;ETH;1984-11-25;1.0;Paris;2012-04-15;Women;Marathon;8500.0;27.405479452054795
100;02:21:41;Eunice Jepkirui;KEN;1984-05-20;2.0;Amsterdam;2012-10-21;Women;Marathon;8501.0;28.44109589041096
101;02:21:42;Feyse Tadese;ETH;1988-11-19;4.0;London;2014-04-13;Women;Marathon;8502.0;25.413698630136988
102;02:21:45;Uta Pippig;GER;1965-09-07;1.0;Boston;1994-04-18;Women;Marathon;8505.0;28.63013698630137
102;02:21:45;Masako Chiba;JPN;1976-07-18;2.0;Osaka;2003-01-26;Women;Marathon;8505.0;26.542465753424658
102;02:21:45;Getenesh Wami;ETH;1974-12-11;2.0;London;2007-04-21;Women;Marathon;8505.0;32.38082191780822
105;02:21:46;Susan Chepkemei;KEN;1975-06-25;3.0;London;2006-04-23;Women;Marathon;8506.0;30.84931506849315
106;02:21:47;Naoko Takahashi;JPN;1972-05-06;1.0;Bangkok;1998-12-06;Women;Marathon;8507.0;26.602739726027398
107;02:21:49;Naoko Takahashi;JPN;1972-05-06;1.0;Berlin;2002-09-29;Women;Marathon;8509.0;30.41917808219178
108;02:21:51;Naoko Sakamoto;JPN;1980-11-14;3.0;Osaka;2003-01-26;Women;Marathon;8511.0;22.213698630136985
108;02:21:51;Amane Gobena;ETH;1982-09-01;2.0;Tokyo;2016-02-28;Women;Marathon;8511.0;33.515068493150686
110;02:21:52;Berhane Adere;ETH;1973-07-21;4.0;London;2006-04-23;Women;Marathon;8512.0;32.778082191780825
110;02:21:52;Tigist Tufa;ETH;1987-01-26;1.0;Shanghai;2014-11-02;Women;Marathon;8512.0;27.786301369863015
110;02:21:52;Edna Kiplagat;KEN;1979-11-15;1.0;Boston;2017-04-17;Women;Marathon;8512.0;37.446575342465756
113;02:21:54;Meselech Melkamu;ETH;1985-04-19;1.0;Hamburg;2016-04-17;Women;Marathon;8514.0;31.016438356164382
114;02:21:56;Mulu Seboka;ETH;1984-01-13;6.0;Dubai;2015-01-23;Women;Marathon;8516.0;31.04931506849315
115;02:21:58;Galina Bogomalova;RUS;1977-10-15;5.0;London;2006-04-23;Women;Marathon;8518.0;28.53972602739726
116;02:21:59;Mamitu Daska;ETH;1983-10-16;1.0;Frankfurt;2011-10-30;Women;Marathon;8519.0;28.057534246575344
117;02:22:01;Catherine N'dereba;KEN;1972-07-21;2.0;Helsinki;2005-08-14;Women;Marathon;8521.0;33.087671232876716
118;02:22:02;Shalane Flanagan;USA;1981-08-07;6.0;Boston;2014-04-21;Women;Marathon;8522.0;32.726027397260275
119;02:22:03;Atsede Baysa;ETH;1987-04-16;1.0;Chicago;2012-10-07;Women;Marathon;8523.0;25.495890410958904
120;02:22:04;Atsede Baysa;ETH;1987-04-16;1.0;Paris;2010-04-11;Women;Marathon;8524.0;23.002739726027396
120;02:22:04;Rita Sitienei Jeptoo;KEN;1981-02-15;2.0;Chicago;2012-10-07;Women;Marathon;8524.0;31.663013698630138
122;02:22:07;Tegla Loroupe;KEN;1973-05-09;1.0;Rotterdam;1997-04-20;Women;Marathon;8527.0;23.964383561643835
123;02:22:08;Tiki Gelana;ETH;1987-10-22;1.0;Amsterdam;2011-10-16;Women;Marathon;8528.0;24.0
123;02:22:08;Eunice Jepkirui;BRN;1984-05-20;1.0;Nagoya;2015-03-08;Women;Marathon;8528.0;30.81917808219178
125;02:22:09;Ejegayehu Dibaba;ETH;1982-03-21;1.0;Chicago;2011-10-09;Women;Marathon;8529.0;29.572602739726026
126;02:22:11;Irina Mikitenko;GER;1972-08-23;1.0;London;2009-04-26;Women;Marathon;8531.0;36.6986301369863
127;02:22:12;Eri Yamaguchi;JPN;1973-01-14;1.0;Tokyo;1999-11-21;Women;Marathon;8532.0;26.86849315068493
128;02:22:17;Kayoko Fukushi;JPN;1982-03-25;1.0;Osaka;2016-01-31;Women;Marathon;8537.0;33.87671232876713
129;02:22:18;Irina Mikitenko;GER;1972-08-23;2.0;Berlin;2011-09-25;Women;Marathon;8538.0;39.11506849315069
130;02:22:19;Naoko Takahashi;JPN;1972-05-06;1.0;Nagoya;2000-03-12;Women;Marathon;8539.0;27.86849315068493
130;02:22:19;Inga Abitova;RUS;1982-03-06;1.0;London;2010-04-25;Women;Marathon;8539.0;28.156164383561645
132;02:22:20;Getenesh Wami;ETH;1974-12-11;1.0;Amsterdam;2002-10-20;Women;Marathon;8540.0;27.876712328767123
133;02:22:21;Aberu Kebede;ETH;1989-09-12;1.0;Frankfurt;2014-10-26;Women;Marathon;8541.0;25.136986301369863
134;02:22:22;Lornah Kiplagat;KEN;1974-03-20;4.0;Osaka;2003-01-26;Women;Marathon;8542.0;28.873972602739727
135;02:22:23;Catherina McKiernan;IRL;1969-11-30;1.0;Amsterdam;1998-11-01;Women;Marathon;8543.0;28.93972602739726
135;02:22:23;Beyenne Tsegaye Tirfi;ETH;1984-11-25;1.0;Tokyo;2014-02-23;Women;Marathon;8543.0;29.265753424657536
137;02:22:28;Sharon Cherop;KEN;1984-03-16;2.0;Berlin;2013-09-29;Women;Marathon;8548.0;29.55890410958904
138;02:22:29;Meselech Melkamu;ETH;1985-04-19;3.0;Dubai;2016-01-22;Women;Marathon;8549.0;30.78082191780822
139;02:22:30;Birhane Dibaba;ETH;1993-09-11;2.0;Tokyo;2014-02-23;Women;Marathon;8550.0;20.465753424657535
140;02:22:31;Svetlana Zakharova;RUS;1970-09-15;2.0;London;2002-04-14;Women;Marathon;8551.0;31.6
140;02:22:31;Margaret Okayo;KEN;1976-05-30;1.0;New York City;2003-11-02;Women;Marathon;8551.0;27.443835616438356
142;02:22:33;Lyudmila Petrova;RUS;1968-10-07;3.0;London;2002-04-14;Women;Marathon;8553.0;33.53972602739726
143;02:22:34;Lydia Cheromei;KEN;1977-05-11;1.0;Praha;2011-05-08;Women;Marathon;8554.0;34.013698630136986
143;02:22:34;Caroline Kilel;KEN;1981-03-21;1.0;Frankfurt;2013-10-27;Women;Marathon;8554.0;32.62465753424657
145;02:22:35;Margaret Okayo;KEN;1976-05-30;1.0;London;2004-04-18;Women;Marathon;8555.0;27.904109589041095
146;02:22:36;Lornah Kiplagat;KEN;1974-03-20;2.0;Chicago;2000-10-22;Women;Marathon;8556.0;26.610958904109587
146;02:22:36;Benita Willis;AUS;1979-05-06;3.0;Chicago;2006-10-22;Women;Marathon;8556.0;27.482191780821918
146;02:22:36;Caroline Kilel;KEN;1981-03-21;1.0;Boston;2011-04-18;Women;Marathon;8556.0;30.095890410958905
146;02:22:36;Edna Kiplagat;KEN;1979-11-15;3.0;Tokyo;2016-02-28;Women;Marathon;8556.0;36.31232876712329
146;02:22:36;Worknesh Degefa;ETH;1990-10-28;1.0;Dubai;2017-01-20;Women;Marathon;8556.0;26.24931506849315
151;02:22:38;Zhang Yingning;CHN;1990-01-04;1.0;Xiamen;2008-01-05;Women;Marathon;8558.0;18.013698630136986
151;02:22:38;Aselefech Mergia;ETH;1985-01-23;2.0;London;2010-04-25;Women;Marathon;8558.0;25.268493150684932
151;02:22:38;Desireé Linden;USA;1983-07-26;2.0;Boston;2011-04-18;Women;Marathon;8558.0;27.747945205479454
154;02:22:39;Sharon Cherop;KEN;1984-03-16;7.0;Dubai;2012-01-27;Women;Marathon;8559.0;27.884931506849316
155;02:22:40;Eunice Jepkirui;BRN;1984-05-20;1.0;Nagoya;2016-03-13;Women;Marathon;8560.0;31.835616438356166
156;02:22:41;Wang Jiali;CHN;1986-02-01;1.0;Chongqing;2012-03-17;Women;Marathon;8561.0;26.13972602739726
156;02:22:41;Lucy Kabuu;KEN;1984-03-24;3.0;Chicago;2012-10-07;Women;Marathon;8561.0;28.55890410958904
158;02:22:42;Berhane Adere;ETH;1973-07-21;1.0;Dubai;2008-01-18;Women;Marathon;8562.0;34.51780821917808
158;02:22:42;Sharon Cherop;KEN;1984-03-16;3.0;Boston;2011-04-18;Women;Marathon;8562.0;27.106849315068494
160;02:22:43;Joan Benoit;USA;1957-05-16;1.0;Boston;1983-04-18;Women;Marathon;8563.0;25.93972602739726
160;02:22:43;Sharon Cherop;KEN;1984-03-16;1.0;Toronto;2010-09-26;Women;Marathon;8563.0;26.54794520547945
160;02:22:43;Korene Jelila;ETH;1987-01-18;1.0;Toronto;2011-10-16;Women;Marathon;8563.0;24.75890410958904
163;02:22:44;Beyenne Tsegaye Tirfi;ETH;1984-11-25;2.0;Toronto;2010-09-26;Women;Marathon;8564.0;25.852054794520548
163;02:22:44;Filomena Cheyech;KEN;1982-07-05;1.0;Paris;2014-04-06;Women;Marathon;8564.0;31.775342465753425
165;02:22:45;Aselefech Mergia;ETH;1985-01-23;1.0;Dubai;2011-01-21;Women;Marathon;8565.0;26.01095890410959
166;02:22:46;Reiko Tosa;JPN;1976-06-11;4.0;London;2002-04-14;Women;Marathon;8566.0;25.85753424657534
167;02:22:48;Ingrid Kristiansen;NOR;1956-03-21;1.0;London;1987-05-10;Women;Marathon;8568.0;31.156164383561645
167;02:22:48;Tegla Loroupe;KEN;1973-05-09;1.0;Rotterdam;1999-04-18;Women;Marathon;8568.0;25.958904109589042
167;02:22:48;Sairi Maeda;JPN;1991-11-07;2.0;Nagoya;2015-03-08;Women;Marathon;8568.0;23.34794520547945
170;02:22:50;Constantina Dita;ROU;1970-01-23;2.0;London;2005-04-17;Women;Marathon;8570.0;35.25479452054795
171;02:22:51;Tadelech Bekele;ETH;1991-04-11;7.0;Dubai;2015-01-23;Women;Marathon;8571.0;23.802739726027397
171;02:22:51;Yebrqual Melese;ETH;1990-04-18;5.0;Paris;2017-04-09;Women;Marathon;8571.0;26.994520547945207
171;02:22:51;Rose Chelimo;BRN;1989-07-12;2.0;Boston;2017-04-17;Women;Marathon;8571.0;27.783561643835615
174;02:22:53;Galina Bogomalova;RUS;1977-10-15;1.0;Roma;2008-03-16;Women;Marathon;8573.0;30.438356164383563
175;02:22:54;Lidia Simon;ROU;1973-09-04;1.0;Osaka;2000-01-30;Women;Marathon;8574.0;26.421917808219177
176;02:22:55;Priscah Jeptoo;KEN;1984-06-26;1.0;Paris;2011-04-10;Women;Marathon;8575.0;26.805479452054794
177;02:22:56;Harumi Hiroyama;JPN;1968-09-02;2.0;Osaka;2000-01-30;Women;Marathon;8576.0;31.43013698630137
177;02:22:56;Jelena Prokopcuka;LAT;1976-09-21;1.0;Osaka;2005-01-30;Women;Marathon;8576.0;28.378082191780823
179;02:22:57;Shure Demise;ETH;1996-01-21;2.0;Dubai;2017-01-20;Women;Marathon;8577.0;21.013698630136986
180;02:22:58;Jemima Sumgong Jelagat;KEN;1984-12-21;1.0;London;2016-04-24;Women;Marathon;8578.0;31.361643835616437
181;02:22:59;Madai Pérez;MEX;1980-02-02;4.0;Chicago;2006-10-22;Women;Marathon;8579.0;26.736986301369864
182;02:23:00;Filomena Chepchirchir;KEN;1981-12-01;2.0;Frankfurt;2013-10-27;Women;Marathon;8580.0;31.926027397260274
182;02:23:00;Sharon Cherop;KEN;1984-03-16;7.0;Boston;2014-04-21;Women;Marathon;8580.0;30.117808219178084
182;02:23:00;Jordan Hasay;USA;1991-09-12;3.0;Boston;2017-04-17;Women;Marathon;8580.0;25.613698630136987
185;02:23:01;Lydia Cheromei;KEN;1977-05-11;2.0;Dubai;2011-01-21;Women;Marathon;8581.0;33.72054794520548
185;02:23:01;Birhane Dibaba;ETH;1993-09-11;3.0;Frankfurt;2013-10-27;Women;Marathon;8581.0;20.13972602739726
185;02:23:01;Aberu Kebede;ETH;1989-09-12;4.0;Tokyo;2016-02-28;Women;Marathon;8581.0;26.47945205479452
188;02:23:02;Valentine Kipketer;KEN;1993-01-05;1.0;Amsterdam;2013-10-20;Women;Marathon;8582.0;20.802739726027397
188;02:23:02;Tadelech Bekele;ETH;1991-04-11;4.0;Berlin;2014-09-28;Women;Marathon;8582.0;23.482191780821918
190;02:23:03;Catherine N'dereba;KEN;1972-07-21;2.0;New York City;2003-11-02;Women;Marathon;8583.0;31.304109589041097
190;02:23:03;Tigist Tufa;ETH;1987-01-26;2.0;London;2016-04-24;Women;Marathon;8583.0;29.263013698630136
192;02:23:05;Ingrid Kristiansen;NOR;1956-03-21;2.0;Chicago;1985-10-20;Women;Marathon;8585.0;29.602739726027398
192;02:23:05;Marleen Renders;BEL;1968-12-24;1.0;Paris;2002-04-07;Women;Marathon;8585.0;33.30684931506849
194;02:23:06;Merima Hasen;ETH;1992-06-10;3.0;Toronto;2010-09-26;Women;Marathon;8586.0;18.306849315068494
195;02:23:07;Svetlana Zakharova;RUS;1970-09-15;1.0;Chicago;2003-10-12;Women;Marathon;8587.0;33.0958904109589
195;02:23:07;Tiki Gelana;ETH;1987-10-22;1.0;London;2012-08-05;Women;Marathon;8587.0;24.805479452054794
195;02:23:07;Lydia Cheromei;KEN;1977-05-11;1.0;Yokohama;2012-11-18;Women;Marathon;8587.0;35.54794520547945
195;02:23:07;Feyse Tadese;ETH;1988-11-19;1.0;Shanghai;2012-12-02;Women;Marathon;8587.0;24.052054794520547
199;02:23:08;Aselefech Mergia;ETH;1985-01-23;3.0;London;2017-04-23;Women;Marathon;8588.0;32.26849315068493
200;02:23:09;Paula Radcliffe;GBR;1973-12-17;1.0;New York City;2007-11-04;Women;Marathon;8589.0;33.9041095890411
200;02:23:09;Bezunesh Bekele;ETH;1983-09-18;2.0;Dubai;2008-01-18;Women;Marathon;8589.0;24.350684931506848
200;02:23:09;Ashu Kasim;ETH;1984-10-20;1.0;Xiamen;2012-01-07;Women;Marathon;8589.0;27.232876712328768
200;02:23:09;Amane Gobena;ETH;1982-09-01;3.0;Tokyo;2017-02-26;Women;Marathon;8589.0;34.512328767123286
204;02:23:10;Paula Radcliffe;GBR;1973-12-17;1.0;New York City;2004-11-07;Women;Marathon;8590.0;30.912328767123288
205;02:23:11;Yoko Shibui;JPN;1979-03-14;1.0;Osaka;2001-01-28;Women;Marathon;8591.0;21.893150684931506
206;02:23:12;Susan Chepkemei;KEN;1975-06-25;4.0;London;2003-04-13;Women;Marathon;8592.0;27.81917808219178
206;02:23:12;Wei Yanan;CHN;1981-12-06;1.0;Seoul;2007-03-18;Women;Marathon;8592.0;25.295890410958904
206;02:23:12;Mara Yamauchi;GBR;1973-08-13;2.0;London;2009-04-26;Women;Marathon;8592.0;35.726027397260275
206;02:23:12;Lucy Kabuu;KEN;1984-03-24;5.0;London;2012-04-22;Women;Marathon;8592.0;28.0986301369863
206;02:23:12;Priscah Jeptoo;KEN;1984-06-26;2.0;London;2012-08-05;Women;Marathon;8592.0;28.12876712328767
206;02:23:12;Gulume Tollesa;ETH;1992-01-01;1.0;Frankfurt;2015-10-25;Women;Marathon;8592.0;23.83013698630137
206;02:23:12;Dinknesh Mekasha;ETH;1985-01-01;2.0;Frankfurt;2015-10-25;Women;Marathon;8592.0;30.832876712328765
213;02:23:13;Susan Chepkemei;KEN;1975-06-25;2.0;New York City;2004-11-07;Women;Marathon;8593.0;29.39178082191781
213;02:23:13;Atsede Baysa;ETH;1987-04-16;8.0;Dubai;2012-01-27;Women;Marathon;8593.0;24.8
213;02:23:13;Yebrqual Melese;ETH;1990-04-18;3.0;Dubai;2017-01-20;Women;Marathon;8593.0;26.778082191780822
216;02:23:14;Naoko Takahashi;JPN;1972-05-06;1.0;Sydney;2000-09-24;Women;Marathon;8594.0;28.405479452054795
216;02:23:14;Lyudmila Petrova;RUS;1968-10-07;5.0;London;2003-04-13;Women;Marathon;8594.0;34.536986301369865
216;02:23:14;Alemitu Abera;ETH;1986-01-01;1.0;Houston;2012-01-15;Women;Marathon;8594.0;26.054794520547944
216;02:23:14;Merima Mohammed;ETH;1992-06-10;2.0;Paris;2013-04-07;Women;Marathon;8594.0;20.838356164383562
220;02:23:15;Firehiwot Dado Tufa;ETH;1984-01-09;1.0;New York City;2011-11-06;Women;Marathon;8595.0;27.843835616438355
220;02:23:15;Mulu Seboka;ETH;1984-01-13;1.0;Toronto;2014-10-19;Women;Marathon;8595.0;30.786301369863015
220;02:23:15;Birhane Dibaba;ETH;1993-09-11;1.0;Tokyo;2015-02-22;Women;Marathon;8595.0;21.46301369863014
223;02:23:16;Birhane Dibaba;ETH;1993-09-11;5.0;Tokyo;2016-02-28;Women;Marathon;8596.0;22.47945205479452
224;02:23:17;Zhang Shujing;CHN;1978-09-13;2.0;Beijing;2002-10-20;Women;Marathon;8597.0;24.117808219178084
224;02:23:17;Getenesh Wami;ETH;1974-12-11;1.0;Berlin;2007-09-30;Women;Marathon;8597.0;32.824657534246576
224;02:23:17;Bezunesh Bekele;ETH;1983-09-18;3.0;London;2010-04-25;Women;Marathon;8597.0;26.61917808219178
227;02:23:18;Zhu Shuiying;CHN;1977-07-21;1.0;Seoul;2003-03-16;Women;Marathon;8598.0;25.66849315068493
228;02:23:19;Susan Chepkemei;KEN;1975-06-25;5.0;London;2002-04-14;Women;Marathon;8599.0;26.82191780821918
228;02:23:19;Constantina Dita;ROU;1970-01-23;3.0;Helsinki;2005-08-14;Women;Marathon;8599.0;35.58082191780822
228;02:23:19;Bizunesh Deba;ETH;1987-09-08;2.0;New York City;2011-11-06;Women;Marathon;8599.0;24.17808219178082
228;02:23:19;Tomomi Tanaka;JPN;1988-01-25;2.0;Nagoya;2016-03-13;Women;Marathon;8599.0;28.15068493150685
232;02:23:20;Rei Ohara;JPN;1990-08-10;3.0;Nagoya;2016-03-13;Women;Marathon;8600.0;25.60821917808219
233;02:23:21;Fatuma Roba;ETH;1973-12-18;1.0;Boston;1998-04-20;Women;Marathon;8601.0;24.353424657534248
233;02:23:21;Aberu Kebede;ETH;1989-09-12;5.0;London;2014-04-13;Women;Marathon;8601.0;24.6
233;02:23:21;Meselech Melkamu;ETH;1985-04-19;1.0;Amsterdam;2016-10-16;Women;Marathon;8601.0;31.515068493150686
236;02:23:22;Joyce Chepchumba;KEN;1970-11-06;1.0;London;1999-04-18;Women;Marathon;8602.0;28.465753424657535
236;02:23:22;Lidia Simon;ROU;1973-09-04;2.0;Sydney;2000-09-24;Women;Marathon;8602.0;27.073972602739726
236;02:23:22;Salina Kosgei;KEN;1976-11-16;2.0;Berlin;2006-09-24;Women;Marathon;8602.0;29.873972602739727
236;02:23:22;Caroline Rotich;KEN;1984-05-13;4.0;Chicago;2012-10-07;Women;Marathon;8602.0;28.421917808219177
236;02:23:22;Philes Ongori;KEN;1986-07-19;8.0;Boston;2014-04-21;Women;Marathon;8602.0;27.775342465753425
236;02:23:22;Tigist Tufa;ETH;1987-01-26;1.0;London;2015-04-26;Women;Marathon;8602.0;28.265753424657536
242;02:23:23;Magarsa Askale Tafa;ETH;1984-09-27;3.0;Dubai;2008-01-18;Women;Marathon;8603.0;23.323287671232876
242;02:23:23;Risa Shigetomo;JPN;1987-08-29;1.0;Osaka;2012-01-29;Women;Marathon;8603.0;24.435616438356163
242;02:23:23;Beyenne Tsegaye Tirfi;ETH;1984-11-25;1.0;Dubai;2013-01-25;Women;Marathon;8603.0;28.186301369863013
242;02:23:23;Mamitu Daska;ETH;1983-10-16;4.0;Frankfurt;2013-10-27;Women;Marathon;8603.0;30.052054794520547
242;02:23:23;Yebrqual Melese;ETH;1990-04-18;1.0;Houston;2015-01-18;Women;Marathon;8603.0;24.76986301369863
247;02:23:24;Lidia Simon;ROU;1973-09-04;1.0;Osaka;1999-01-31;Women;Marathon;8604.0;25.424657534246574
247;02:23:24;Zhou Chunxiu;CHN;1978-11-15;1.0;Seoul;2005-03-13;Women;Marathon;8604.0;26.34246575342466
249;02:23:25;Fatuma Roba;ETH;1973-12-18;1.0;Boston;1999-04-19;Women;Marathon;8605.0;25.350684931506848
249;02:23:25;Caroline Kilel;KEN;1981-03-21;1.0;Frankfurt;2010-10-31;Women;Marathon;8605.0;29.632876712328766
249;02:23:25;Mare Dibaba;ETH;1989-10-20;2.0;Toronto;2011-10-16;Women;Marathon;8605.0;22.002739726027396
252;02:23:26;Hiromi Ominami;JPN;1975-11-15;2.0;Berlin;2004-09-26;Women;Marathon;8606.0;28.884931506849316
252;02:23:26;Harumi Hiroyama;JPN;1968-09-02;1.0;Nagoya;2006-03-12;Women;Marathon;8606.0;37.54794520547945
252;02:23:26;Feyse Tadese;ETH;1988-11-19;1.0;Seoul;2012-03-18;Women;Marathon;8606.0;23.34246575342466
252;02:23:26;Meseret Mengistu;ETH;1990-03-06;1.0;Paris;2015-04-12;Women;Marathon;8606.0;25.117808219178084
256;02:23:27;Bai Xue;CHN;1988-12-13;2.0;Xiamen;2008-01-05;Women;Marathon;8607.0;19.073972602739726
256;02:23:27;Jemima Sumgong Jelagat;KEN;1984-12-21;1.0;Rotterdam;2013-04-14;Women;Marathon;8607.0;28.33150684931507
256;02:23:27;Aberu Kebede;ETH;1989-09-12;1.0;Shanghai;2013-12-01;Women;Marathon;8607.0;24.235616438356164
259;02:23:28;Zhou Chunxiu;CHN;1978-11-15;1.0;Xiamen;2004-03-27;Women;Marathon;8608.0;25.38082191780822
259;02:23:28;Margaret Agai;KEN;1988-06-10;1.0;Daegu;2013-04-14;Women;Marathon;8608.0;24.86027397260274
259;02:23:28;Edna Kiplagat;KEN;1979-11-15;2.0;Chicago;2016-10-09;Women;Marathon;8608.0;36.92602739726028
262;02:23:29;Rosa Mota;POR;1958-06-29;3.0;Chicago;1985-10-20;Women;Marathon;8609.0;27.328767123287673
262;02:23:29;Tatyana Arkhipova;RUS;1983-04-08;3.0;London;2012-08-05;Women;Marathon;8609.0;29.34794520547945
264;02:23:30;Mari Ozaki;JPN;1975-07-16;5.0;Osaka;2003-01-26;Women;Marathon;8610.0;27.55068493150685
264;02:23:30;Derartu Tulu;ETH;1972-03-21;4.0;Helsinki;2005-08-14;Women;Marathon;8610.0;33.42191780821918
264;02:23:30;Yoshimi Ozaki;JPN;1981-07-11;1.0;Tokyo;2008-11-16;Women;Marathon;8610.0;27.36986301369863
264;02:23:30;Amane Gobena;ETH;1982-09-01;2.0;Paris;2015-04-12;Women;Marathon;8610.0;32.632876712328766
268;02:23:31;Esther Wanjiru;KEN;1977-03-27;3.0;Osaka;2000-01-30;Women;Marathon;8611.0;22.86027397260274
268;02:23:31;Salina Kosgei;KEN;1976-11-16;2.0;Tokyo;2007-11-18;Women;Marathon;8611.0;31.024657534246575
268;02:23:31;Bizunesh Deba;ETH;1987-09-08;1.0;San Diego;2011-06-05;Women;Marathon;8611.0;23.756164383561643
271;02:23:32;Getenesh Wami;ETH;1974-12-11;2.0;New York City;2007-11-04;Women;Marathon;8612.0;32.92054794520548
271;02:23:32;Yelena Shurhno;UKR;1978-01-08;3.0;Berlin;2012-09-30;Women;Marathon;8612.0;34.75068493150685
271;02:23:32;Guteni Shone;ETH;1991-11-17;2.0;Houston;2015-01-18;Women;Marathon;8612.0;23.186301369863013
274;02:23:33;Valentina Yegorova;RUS;1964-02-16;2.0;Boston;1994-04-18;Women;Marathon;8613.0;30.18904109589041
274;02:23:33;Abebech Afework;ETH;1990-12-11;8.0;Dubai;2015-01-23;Women;Marathon;8613.0;24.134246575342466
274;02:23:33;Florence Kiplagat;KEN;1987-02-27;1.0;Chicago;2015-10-11;Women;Marathon;8613.0;28.638356164383563
277;02:23:34;Ryoko Kizaki;JPN;1985-06-21;1.0;Nagoya;2013-03-10;Women;Marathon;8614.0;27.736986301369864
277;02:23:34;Eunice Jepkirui;KEN;1984-05-20;3.0;Paris;2013-04-07;Women;Marathon;8614.0;28.9013698630137
277;02:23:34;Firehiwot Dado Tufa;ETH;1984-01-09;1.0;Praha;2014-05-11;Women;Marathon;8614.0;30.356164383561644
280;02:23:35;Constantina Dita;ROU;1970-01-23;2.0;Chicago;2003-10-12;Women;Marathon;8615.0;33.73972602739726
281;02:23:37;Liu Min;CHN;1983-11-29;1.0;Beijing;2001-10-14;Women;Marathon;8617.0;17.887671232876713
281;02:23:37;Helena Kiprop;KEN;1976-09-09;1.0;Venezia;2011-10-23;Women;Marathon;8617.0;35.14246575342466
281;02:23:37;Merima Hasen;ETH;1992-06-10;1.0;Houston;2013-01-13;Women;Marathon;8617.0;20.60821917808219
281;02:23:37;Shure Demise;ETH;1996-01-21;1.0;Toronto;2015-10-18;Women;Marathon;8617.0;19.753424657534246
285;02:23:38;Rita Sitienei Jeptoo;KEN;1981-02-15;1.0;Boston;2006-04-17;Women;Marathon;8618.0;25.183561643835617
285;02:23:38;Mary Keitany;KEN;1982-01-18;3.0;New York City;2011-11-06;Women;Marathon;8618.0;29.81917808219178
287;02:23:39;Ehitu Kiros;ETH;1988-01-13;2.0;Dubai;2013-01-25;Women;Marathon;8619.0;25.052054794520547
